2023-02-19 16:00:25,844 INFO    StreamThr :3916315 [internal.py:wandb_internal():87] W&B internal server running at pid: 3916315, started at: 2023-02-19 16:00:25.842603
2023-02-19 16:00:25,846 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: status
2023-02-19 16:00:25,847 INFO    WriterThread:3916315 [datastore.py:open_for_write():85] open: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/run-4vcm33so.wandb
2023-02-19 16:00:25,848 DEBUG   SenderThread:3916315 [sender.py:send():336] send: header
2023-02-19 16:00:25,849 DEBUG   SenderThread:3916315 [sender.py:send():336] send: run
2023-02-19 16:00:26,374 INFO    SenderThread:3916315 [dir_watcher.py:__init__():216] watching files in: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files
2023-02-19 16:00:26,374 INFO    SenderThread:3916315 [sender.py:_start_run_threads():1067] run started: 4vcm33so with start time 1676811624.860462
2023-02-19 16:00:26,374 DEBUG   SenderThread:3916315 [sender.py:send_request():363] send_request: summary_record
2023-02-19 16:00:26,375 INFO    SenderThread:3916315 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-19 16:00:26,377 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: check_version
2023-02-19 16:00:26,377 DEBUG   SenderThread:3916315 [sender.py:send_request():363] send_request: check_version
2023-02-19 16:00:26,584 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: run_start
2023-02-19 16:00:26,585 DEBUG   HandlerThread:3916315 [system_info.py:__init__():31] System info init
2023-02-19 16:00:26,585 DEBUG   HandlerThread:3916315 [system_info.py:__init__():46] System info init done
2023-02-19 16:00:26,585 INFO    HandlerThread:3916315 [system_monitor.py:start():151] Starting system monitor
2023-02-19 16:00:26,585 INFO    SystemMonitor:3916315 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-19 16:00:26,586 INFO    HandlerThread:3916315 [system_monitor.py:probe():172] Collecting system info
2023-02-19 16:00:26,586 INFO    SystemMonitor:3916315 [interfaces.py:start():168] Started cpu
2023-02-19 16:00:26,586 INFO    SystemMonitor:3916315 [interfaces.py:start():168] Started disk
2023-02-19 16:00:26,586 INFO    SystemMonitor:3916315 [interfaces.py:start():168] Started gpu
2023-02-19 16:00:26,587 INFO    SystemMonitor:3916315 [interfaces.py:start():168] Started memory
2023-02-19 16:00:26,587 INFO    SystemMonitor:3916315 [interfaces.py:start():168] Started network
2023-02-19 16:00:26,615 DEBUG   HandlerThread:3916315 [system_info.py:probe():195] Probing system
2023-02-19 16:00:26,615 DEBUG   HandlerThread:3916315 [system_info.py:_probe_git():180] Probing git
2023-02-19 16:00:26,630 DEBUG   HandlerThread:3916315 [system_info.py:_probe_git():188] Probing git done
2023-02-19 16:00:26,630 DEBUG   HandlerThread:3916315 [system_info.py:probe():241] Probing system done
2023-02-19 16:00:26,630 DEBUG   HandlerThread:3916315 [system_monitor.py:probe():181] {'os': 'Linux-5.15.0-56-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2023-02-19T13:00:26.615309', 'startedAt': '2023-02-19T13:00:17.795151', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'GCN_model.ipynb', 'root': '/home/vdshk/SecondaryStructurePredictionGNN', 'git': {'remote': 'https://github.com/Anya497/SecondaryStructurePredictionGNN', 'commit': '49a2ef7741d77ff169fece6e2a5e3131b312541e'}, 'email': 'pogozhelskaya@gmail.com', 'host': 'UNIT-614', 'username': 'vdshk', 'executable': '/home/vdshk/SecondaryStructurePredictionGNN/venv/bin/python3', 'cpu_count': 4, 'cpu_count_logical': 4, 'cpu_freq': {'current': 1020.4907499999999, 'min': 800.0, 'max': 3900.0}, 'cpu_freq_per_core': [{'current': 800.0, 'min': 800.0, 'max': 3900.0}, {'current': 900.0, 'min': 800.0, 'max': 3900.0}, {'current': 1481.963, 'min': 800.0, 'max': 3900.0}, {'current': 900.0, 'min': 800.0, 'max': 3900.0}], 'disk': {'total': 110.1884994506836, 'used': 33.29387283325195}, 'gpu': 'NVIDIA GeForce GTX 1070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1070', 'memory_total': 8589934592}], 'memory': {'total': 15.293502807617188}}
2023-02-19 16:00:26,631 INFO    HandlerThread:3916315 [system_monitor.py:probe():182] Finished collecting system info
2023-02-19 16:00:26,631 INFO    HandlerThread:3916315 [system_monitor.py:probe():185] Publishing system info
2023-02-19 16:00:26,631 DEBUG   HandlerThread:3916315 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-19 16:00:26,631 DEBUG   HandlerThread:3916315 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-19 16:00:26,632 INFO    HandlerThread:3916315 [system_monitor.py:probe():187] Finished publishing system info
2023-02-19 16:00:26,632 DEBUG   SenderThread:3916315 [sender.py:send():336] send: files
2023-02-19 16:00:26,633 INFO    SenderThread:3916315 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-02-19 16:00:26,644 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: stop_status
2023-02-19 16:00:26,646 DEBUG   SenderThread:3916315 [sender.py:send_request():363] send_request: stop_status
2023-02-19 16:00:26,649 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: pause
2023-02-19 16:00:26,649 INFO    HandlerThread:3916315 [handler.py:handle_request_pause():717] stopping system metrics thread or process
2023-02-19 16:00:26,649 INFO    HandlerThread:3916315 [system_monitor.py:finish():161] Stopping system monitor
2023-02-19 16:00:26,655 DEBUG   SystemMonitor:3916315 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-02-19 16:00:26,657 DEBUG   SystemMonitor:3916315 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-02-19 16:00:26,659 INFO    HandlerThread:3916315 [interfaces.py:finish():175] Joined cpu
2023-02-19 16:00:26,662 DEBUG   SystemMonitor:3916315 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-02-19 16:00:26,663 INFO    HandlerThread:3916315 [interfaces.py:finish():175] Joined disk
2023-02-19 16:00:26,703 INFO    HandlerThread:3916315 [interfaces.py:finish():175] Joined gpu
2023-02-19 16:00:26,704 INFO    HandlerThread:3916315 [interfaces.py:finish():175] Joined memory
2023-02-19 16:00:26,704 INFO    HandlerThread:3916315 [interfaces.py:finish():175] Joined network
2023-02-19 16:00:26,704 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: resume
2023-02-19 16:00:26,704 INFO    HandlerThread:3916315 [handler.py:handle_request_resume():708] starting system metrics thread or process
2023-02-19 16:00:26,704 INFO    HandlerThread:3916315 [system_monitor.py:start():151] Starting system monitor
2023-02-19 16:00:26,704 INFO    SystemMonitor:3916315 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-19 16:00:26,704 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: pause
2023-02-19 16:00:26,704 INFO    HandlerThread:3916315 [handler.py:handle_request_pause():717] stopping system metrics thread or process
2023-02-19 16:00:26,704 INFO    HandlerThread:3916315 [system_monitor.py:finish():161] Stopping system monitor
2023-02-19 16:00:26,705 INFO    SystemMonitor:3916315 [interfaces.py:start():168] Started cpu
2023-02-19 16:00:26,705 DEBUG   SystemMonitor:3916315 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-02-19 16:00:26,705 DEBUG   SystemMonitor:3916315 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-02-19 16:00:26,705 DEBUG   SystemMonitor:3916315 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-02-19 16:00:26,705 INFO    HandlerThread:3916315 [interfaces.py:finish():175] Joined cpu
2023-02-19 16:00:26,705 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: resume
2023-02-19 16:00:26,705 INFO    HandlerThread:3916315 [handler.py:handle_request_resume():708] starting system metrics thread or process
2023-02-19 16:00:26,705 INFO    HandlerThread:3916315 [system_monitor.py:start():151] Starting system monitor
2023-02-19 16:00:26,705 INFO    SystemMonitor:3916315 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-19 16:00:26,706 INFO    SystemMonitor:3916315 [interfaces.py:start():168] Started cpu
2023-02-19 16:00:26,706 INFO    SystemMonitor:3916315 [interfaces.py:start():168] Started disk
2023-02-19 16:00:26,706 INFO    SystemMonitor:3916315 [interfaces.py:start():168] Started gpu
2023-02-19 16:00:26,706 INFO    SystemMonitor:3916315 [interfaces.py:start():168] Started memory
2023-02-19 16:00:26,707 INFO    SystemMonitor:3916315 [interfaces.py:start():168] Started network
2023-02-19 16:00:26,819 DEBUG   SenderThread:3916315 [sender.py:send():336] send: telemetry
2023-02-19 16:00:26,819 DEBUG   SenderThread:3916315 [sender.py:send():336] send: stats
2023-02-19 16:00:26,819 DEBUG   SenderThread:3916315 [sender.py:send():336] send: stats
2023-02-19 16:00:27,153 INFO    wandb-upload_0:3916315 [upload_job.py:push():138] Uploaded file /tmp/tmpus1e0hihwandb/1ntmmd3v-wandb-metadata.json
2023-02-19 16:00:27,376 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_created():275] file/dir created: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/wandb-summary.json
2023-02-19 16:00:27,376 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_created():275] file/dir created: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/wandb-metadata.json
2023-02-19 16:00:27,377 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_created():275] file/dir created: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/output.log
2023-02-19 16:00:27,377 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_created():275] file/dir created: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/requirements.txt
2023-02-19 16:00:29,376 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/output.log
2023-02-19 16:00:30,924 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: status_report
2023-02-19 16:00:31,376 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/output.log
2023-02-19 16:00:32,945 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: partial_history
2023-02-19 16:00:32,946 DEBUG   SenderThread:3916315 [sender.py:send():336] send: history
2023-02-19 16:00:32,946 DEBUG   SenderThread:3916315 [sender.py:send_request():363] send_request: summary_record
2023-02-19 16:00:32,946 INFO    SenderThread:3916315 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-19 16:00:33,377 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/wandb-summary.json
2023-02-19 16:00:33,377 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/output.log
2023-02-19 16:00:34,377 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/output.log
2023-02-19 16:00:35,377 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/output.log
2023-02-19 16:00:35,970 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: status_report
2023-02-19 16:00:37,378 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/output.log
2023-02-19 16:00:39,170 DEBUG   HandlerThread:3916315 [handler.py:handle_request():144] handle_request: partial_history
2023-02-19 16:00:39,171 DEBUG   SenderThread:3916315 [sender.py:send():336] send: history
2023-02-19 16:00:39,172 DEBUG   SenderThread:3916315 [sender.py:send_request():363] send_request: summary_record
2023-02-19 16:00:39,172 INFO    SenderThread:3916315 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-19 16:00:39,378 INFO    Thread-61 :3916315 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/vdshk/SecondaryStructurePredictionGNN/wandb/run-20230219_160017-4vcm33so/files/wandb-summary.json
